;Unnamed: 0;krs_code;krs_name;krs_type;krs_name_sh;lon_centr;lat_centr;magnitude;obscuration;Clouds
221;221;['14625'];Landkreis Bautzen;Landkreis;Bautzen;14.23103681;51.26892603;0.224;12.4;100
222;222;['15001'];Kreisfreie Stadt Dessau-Roßlau;Kreisfreie Stadt;Dessau-Roßlau;12.2310241;51.85373976;0.26;15.5;100
223;223;['03355'];Landkreis Lüneburg;Landkreis;Lüneburg;10.5733167;53.23253784;0.305;19.5;100
224;224;['04012'];Kreisfreie Stadt Bremerhaven;Kreisfreie Stadt;Bremerhaven;8.586457362;53.53819062;0.335;22.4;30
225;225;['07111'];Kreisfreie Stadt Koblenz;Kreisfreie Stadt;Koblenz;7.579524435;50.34852137;0.297;18.8;97
226;226;['07317'];Kreisfreie Stadt Pirmasens;Kreisfreie Stadt;Pirmasens;7.594510966;49.19718876;0.278;17.1;99
227;227;['07333'];Landkreis Donnersbergkreis;Landkreis;Landkreis Donnersbergkreis;7.915014843;49.6319706;0.281;17.3;100
228;228;['08221'];Stadtkreis Heidelberg;Stadtkreis;Heidelberg;8.694208623;49.40552278;0.266;16.0;60
229;229;['09263'];Kreisfreie Stadt Straubing;Kreisfreie Stadt;Straubing;12.57357121;48.88078937;0.202;10.7;100
230;230;['09278'];Landkreis Straubing-Bogen;Landkreis;Straubing-Bogen;12.58239483;48.8997216;0.203;10.7;100
231;231;['09373'];Landkreis Neumarkt i.d.OPf.;Landkreis;Neumarkt i.d.OPf.;11.56655047;49.21595565;0.223;12.3;100
232;232;['09565'];Kreisfreie Stadt Schwabach;Kreisfreie Stadt;Schwabach;11.02359673;49.33559471;0.232;13.1;60
233;233;['12051'];Kreisfreie Stadt Brandenburg an der Havel;Kreisfreie Stadt;Brandenburg an der Havel;12.51947455;52.40283229;0.266;16.0;100
234;234;['13076'];Landkreis Ludwigslust-Parchim;Landkreis;Ludwigslust-Parchim;11.53415613;53.45001047;0.297;18.8;100
235;235;['16073'];Landkreis Saalfeld-Rudolstadt;Landkreis;Saalfeld-Rudolstadt;11.3124217;50.64082778;0.251;14.7;100
236;236;['01055'];Kreis Ostholstein;Kreis;Ostholstein;10.81893795;54.18926912;0.318;20.7;100
237;237;['01058'];Kreis Rendsburg-Eckernförde;Kreis;Rendsburg-Eckernförde;9.781739397;54.2896158;0.332;22.1;80
238;238;['08136'];Landkreis Ostalbkreis;Landkreis;Landkreis Ostalbkreis;10.0901906;48.87753007;0.238;13.6;100
239;239;['08316'];Landkreis Emmendingen;Landkreis;Emmendingen;7.897514633;48.14850785;0.257;15.2;100
240;240;['09162'];Kreisfreie Stadt München;Kreisfreie Stadt;München;11.54726456;48.15320548;0.204;10.8;100
241;241;['09472'];Landkreis Bayreuth;Landkreis;Bayreuth;11.55513359;49.88376314;0.235;13.3;100
242;242;['09476'];Landkreis Kronach;Landkreis;Kronach;11.3720286;50.32795599;0.245;14.2;99
243;243;['09671'];Landkreis Aschaffenburg;Landkreis;Aschaffenburg;9.237996662;50.00809938;0.269;16.2;100
244;244;['15088'];Landkreis Saalekreis;Landkreis;Landkreis Saalekreis;11.86548116;51.42570989;0.258;15.3;100
245;245;['05315'];Kreisfreie Stadt Köln;Kreisfreie Stadt;Köln;6.973317065;50.94562325;0.315;20.4;40
246;246;['05370'];Kreis Heinsberg;Kreis;Heinsberg;6.164120785;51.04938111;0.327;21.6;21
247;247;['06431'];Landkreis Bergstraße;Landkreis;Bergstraße;8.66022571;49.6176965;0.27;16.4;60
248;248;['06440'];Landkreis Wetteraukreis;Landkreis;Landkreis Wetteraukreis;8.907731714;50.35474306;0.279;17.2;100
249;249;['07313'];Kreisfreie Stadt Landau in der Pfalz;Kreisfreie Stadt;Landau in der Pfalz;8.050899943;49.22440279;0.272;16.5;100
250;250;['08111'];Stadtkreis Stuttgart;Stadtkreis;Stuttgart;9.172008011;48.77457775;0.249;14.5;90
251;251;['08335'];Landkreis Konstanz;Landkreis;Konstanz;8.910183129;47.79821442;0.236;13.4;100
252;252;['08437'];Landkreis Sigmaringen;Landkreis;Sigmaringen;9.241018156;48.03909872;0.235;13.4;100
253;253;['09273'];Landkreis Kelheim;Landkreis;Kelheim;11.8575839;48.82493971;0.212;11.4;100
254;254;['09662'];Kreisfreie Stadt Schweinfurt;Kreisfreie Stadt;Schweinfurt;10.22086145;50.04710265;0.256;15.1;100
255;255;['09775'];Landkreis Neu-Ulm;Landkreis;Neu-Ulm;10.14116385;48.29821074;0.227;12.7;100
256;256;['12065'];Landkreis Oberhavel;Landkreis;Oberhavel;13.20528086;52.90681557;0.267;16.0;98
257;257;['12071'];Landkreis Spree-Neiße;Landkreis;Spree-Neiße;14.43312584;51.75861574;0.23;12.9;96
258;258;['16070'];Landkreis Ilm-Kreis;Landkreis;Landkreis Ilm-Kreis;10.97483366;50.7425438;0.258;15.3;100
259;259;['16076'];Landkreis Greiz;Landkreis;Greiz;12.07408659;50.74844125;0.243;14.0;100
260;260;['05512'];Kreisfreie Stadt Bottrop;Kreisfreie Stadt;Bottrop;6.92010672;51.57170428;0.325;21.4;28
261;261;['07318'];Kreisfreie Stadt Speyer;Kreisfreie Stadt;Speyer;8.43494162;49.32973437;0.269;16.2;60
262;262;['08222'];Stadtkreis Mannheim;Stadtkreis;Mannheim;8.500410699;49.49952546;0.271;16.4;60
263;263;['08327'];Landkreis Tuttlingen;Landkreis;Tuttlingen;8.794140343;48.01116365;0.241;13.9;100
264;264;['08417'];Landkreis Zollernalbkreis;Landkreis;Landkreis Zollernalbkreis;8.937457247;48.26726136;0.244;14.1;100
265;265;['09176'];Landkreis Eichstätt;Landkreis;Eichstätt;11.37042706;48.89807743;0.22;12.1;100
266;266;['09272'];Landkreis Freyung-Grafenau;Landkreis;Freyung-Grafenau;13.51329631;48.82688556;0.188;9.6;100
267;267;['09677'];Landkreis Main-Spessart;Landkreis;Main-Spessart;9.662685176;49.99358298;0.263;15.7;100
268;268;['12054'];Kreisfreie Stadt Potsdam;Kreisfreie Stadt;Potsdam;13.02870149;52.42617193;0.26;15.5;99
269;269;['14730'];Landkreis Nordsachsen;Landkreis;Nordsachsen;12.77939592;51.47285531;0.246;14.3;99
270;270;['03352'];Landkreis Cuxhaven;Landkreis;Cuxhaven;8.812451787;53.61660926;0.334;22.2;32
271;271;['04011'];Kreisfreie Stadt Bremen;Kreisfreie Stadt;Bremen;8.780785009;53.11911174;0.326;21.5;48
272;272;['06433'];Landkreis Groß-Gerau;Landkreis;Groß-Gerau;8.470243122;49.9044261;0.278;17.0;68
273;273;['06533'];Landkreis Limburg-Weilburg;Landkreis;Limburg-Weilburg;8.199380715;50.42743061;0.29;18.1;95
274;274;['06635'];Landkreis Waldeck-Frankenberg;Landkreis;Waldeck-Frankenberg;8.888866507;51.19066936;0.293;18.4;99
275;275;['07235'];Landkreis Trier-Saarburg;Landkreis;Trier-Saarburg;6.695214165;49.69658767;0.299;18.9;82
276;276;['08415'];Landkreis Reutlingen;Landkreis;Reutlingen;9.36568486;48.40645845;0.24;13.7;100
277;277;['13004'];Kreisfreie Stadt Schwerin;Kreisfreie Stadt;Schwerin;11.41668174;53.62147613;0.301;19.2;100
278;278;['02000'];Kreisfreie Stadt Hamburg;Kreisfreie Stadt;Hamburg;10.01586423;53.54741653;0.317;20.7;64
279;279;['03101'];Kreisfreie Stadt Braunschweig;Kreisfreie Stadt;Braunschweig;10.52419605;52.27530334;0.29;18.1;90
280;280;['03457'];Landkreis Leer;Landkreis;Leer;7.475468764;53.24220026;0.344;23.3;64
281;281;['05112'];Kreisfreie Stadt Duisburg;Kreisfreie Stadt;Duisburg;6.734670026;51.43963666;0.326;21.5;7
282;282;['05970'];Kreis Siegen-Wittgenstein;Kreis;Siegen-Wittgenstein;8.19510982;50.93772082;0.298;18.9;98
283;283;['08326'];Landkreis Schwarzwald-Baar-Kreis;Landkreis;Landkreis Schwarzwald-Baar-Kreis;8.410953096;48.01914859;0.247;14.4;100
284;284;['09361'];Kreisfreie Stadt Amberg;Kreisfreie Stadt;Amberg;11.84535236;49.45091945;0.223;12.4;100
285;285;['09462'];Kreisfreie Stadt Bayreuth;Kreisfreie Stadt;Bayreuth;11.58467183;49.93774875;0.235;13.4;100
286;286;['09574'];Landkreis Nürnberger Land;Landkreis;Nürnberger Land;11.369437;49.49192541;0.23;13.0;100
287;287;['09576'];Landkreis Roth;Landkreis;Roth;11.12357899;49.20292473;0.229;12.8;100
288;288;['09661'];Kreisfreie Stadt Aschaffenburg;Kreisfreie Stadt;Aschaffenburg;9.1457949;49.96388201;0.269;16.3;100
289;289;['10042'];Landkreis Merzig-Wadern;Landkreis;Merzig-Wadern;6.680494457;49.4957511;0.296;18.7;88
290;290;['14523'];Landkreis Vogtlandkreis;Landkreis;Landkreis Vogtlandkreis;12.23498589;50.45679691;0.236;13.4;100
291;291;['15081'];Landkreis Altmarkkreis Salzwedel;Landkreis;Landkreis Altmarkkreis Salzwedel;11.22703337;52.68002497;0.288;17.9;100
292;292;['01060'];Kreis Segeberg;Kreis;Segeberg;10.14090315;53.9199723;0.322;21.1;89
293;293;['03459'];Landkreis Osnabrück;Landkreis;Osnabrück;8.045117856;52.3816028;0.324;21.3;40
294;294;['05119'];Kreisfreie Stadt Oberhausen;Kreisfreie Stadt;Oberhausen;6.847065462;51.51316006;0.325;21.4;18
295;295;['05120'];Kreisfreie Stadt Remscheid;Kreisfreie Stadt;Remscheid;7.224034603;51.18269972;0.315;20.5;78
296;296;['05158'];Kreis Mettmann;Kreis;Mettmann;6.969024949;51.25709254;0.32;20.9;17
297;297;['05382'];Kreis Rhein-Sieg-Kreis;Kreis;Kreis Rhein-Sieg-Kreis;7.234538985;50.76063574;0.308;19.8;54
298;298;['05554'];Kreis Borken;Kreis;Borken;6.899636399;51.96133044;0.332;22.0;13
299;299;['07233'];Landkreis Vulkaneifel;Landkreis;Vulkaneifel;6.748674948;50.2383501;0.307;19.7;49
300;300;['07335'];Landkreis Kaiserslautern;Landkreis;Kaiserslautern;7.684950995;49.44619873;0.281;17.3;98
301;301;['08235'];Landkreis Calw;Landkreis;Calw;8.635771067;48.67899702;0.255;15.0;100
302;302;['11000'];Kreisfreie Stadt Berlin;Kreisfreie Stadt;Berlin;13.40184985;52.50153359;0.257;15.2;58
303;303;['01062'];Kreis Stormarn;Kreis;Stormarn;10.33165399;53.72082064;0.316;20.6;99
304;304;['03254'];Landkreis Hildesheim;Landkreis;Hildesheim;9.943432196;52.09028932;0.294;18.5;100
305;305;['05166'];Kreis Viersen;Kreis;Viersen;6.326159537;51.28281869;0.329;21.8;5
306;306;['05378'];Kreis Rheinisch-Bergischer Kreis;Kreis;Kreis Rheinisch-Bergischer Kreis;7.194846227;51.02304533;0.313;20.3;46
307;307;['07320'];Kreisfreie Stadt Zweibrücken;Kreisfreie Stadt;Zweibrücken;7.365382782;49.24818366;0.282;17.4;63
308;308;['07338'];Landkreis Rhein-Pfalz-Kreis;Landkreis;Landkreis Rhein-Pfalz-Kreis;8.360669199;49.41657688;0.271;16.4;60
309;309;['09171'];Landkreis Altötting;Landkreis;Altötting;12.70528636;48.20980652;0.188;9.6;100
310;310;['09186'];Landkreis Pfaffenhofen a.d.Ilm;Landkreis;Pfaffenhofen a.d.Ilm;11.52423722;48.59626534;0.212;11.5;100
311;311;['09461'];Kreisfreie Stadt Bamberg;Kreisfreie Stadt;Bamberg;10.89890826;49.88723976;0.244;14.1;100
312;312;['09475'];Landkreis Hof;Landkreis;Hof;11.81916078;50.27321132;0.238;13.6;100
313;313;['09676'];Landkreis Miltenberg;Landkreis;Miltenberg;9.234769966;49.75731543;0.265;15.9;100
314;314;['09761'];Kreisfreie Stadt Augsburg;Kreisfreie Stadt;Augsburg;10.88550475;48.34559435;0.217;11.9;100
315;315;['12060'];Landkreis Barnim;Landkreis;Barnim;13.70374848;52.8232284;0.259;15.4;88
316;316;['14627'];Landkreis Meißen;Landkreis;Meißen;13.48297698;51.23942815;0.233;13.2;100
317;317;['16054'];Kreisfreie Stadt Suhl;Kreisfreie Stadt;Suhl;10.71792161;50.62114456;0.259;15.4;100
318;318;['16061'];Landkreis Eichsfeld;Landkreis;Eichsfeld;10.25980974;51.37943634;0.278;17.1;100
319;319;['03159'];Landkreis Göttingen;Landkreis;Göttingen;10.08792867;51.56400629;0.284;17.5;100
320;320;['03257'];Landkreis Schaumburg;Landkreis;Schaumburg;9.206552761;52.29276275;0.307;19.7;97
321;321;['03452'];Landkreis Aurich;Landkreis;Aurich;7.368115614;53.49760506;0.35;23.8;65
322;322;['03455'];Landkreis Friesland;Landkreis;Friesland;7.982715336;53.50929439;0.342;23.0;75
323;323;['03461'];Landkreis Wesermarsch;Landkreis;Wesermarsch;8.390144233;53.35574951;0.335;22.3;24
324;324;['06435'];Landkreis Main-Kinzig-Kreis;Landkreis;Landkreis Main-Kinzig-Kreis;9.286257907;50.24384951;0.272;16.5;100
325;325;['06535'];Landkreis Vogelsbergkreis;Landkreis;Landkreis Vogelsbergkreis;9.271373083;50.6381206;0.279;17.1;100
326;326;['07138'];Landkreis Neuwied;Landkreis;Neuwied;7.469010356;50.55771203;0.302;19.2;93
327;327;['07315'];Kreisfreie Stadt Mainz;Kreisfreie Stadt;Mainz;8.241504577;49.97422764;0.282;17.4;100
328;328;['08126'];Landkreis Hohenlohekreis;Landkreis;Landkreis Hohenlohekreis;9.614163574;49.27156134;0.251;14.7;100
329;329;['08317'];Landkreis Ortenaukreis;Landkreis;Landkreis Ortenaukreis;8.016273854;48.42095047;0.259;15.4;90
330;330;['09575'];Landkreis Neustadt a.d.Aisch-Bad Windsheim;Landkreis;Neustadt a.d.Aisch-Bad Windsheim;10.46526866;49.56946634;0.244;14.1;60
331;331;['01053'];Kreis Herzogtum Lauenburg;Kreis;Herzogtum Lauenburg;10.60189557;53.58901233;0.311;20.1;100
332;332;['03458'];Landkreis Oldenburg;Landkreis;Oldenburg;8.389388142;52.98806723;0.329;21.8;50
333;333;['05114'];Kreisfreie Stadt Krefeld;Kreisfreie Stadt;Krefeld;6.579674192;51.34523036;0.326;21.5;8
334;334;['05374'];Kreis Oberbergischer Kreis;Kreis;Kreis Oberbergischer Kreis;7.51662766;51.01271237;0.309;19.9;92
335;335;['07336'];Landkreis Kusel;Landkreis;Kusel;7.471288975;49.54989983;0.286;17.7;93
336;336;['09179'];Landkreis Fürstenfeldbruck;Landkreis;Fürstenfeldbruck;11.20107651;48.18779234;0.21;11.3;100
337;337;['09190'];Landkreis Weilheim-Schongau;Landkreis;Weilheim-Schongau;11.04833083;47.7875391;0.205;10.9;100
338;338;['09374'];Landkreis Neustadt a.d.Waldnaab;Landkreis;Neustadt a.d.Waldnaab;12.09824244;49.68659253;0.224;12.4;90
339;339;['09679'];Landkreis Würzburg;Landkreis;Würzburg;9.927363193;49.73761985;0.255;15.0;100
340;340;['12062'];Landkreis Elbe-Elster;Landkreis;Elbe-Elster;13.45956473;51.6122774;0.24;13.8;99
341;341;['03356'];Landkreis Osterholz;Landkreis;Osterholz;8.808070121;53.2510148;0.328;21.7;80
342;342;['03358'];Landkreis Heidekreis;Landkreis;Landkreis Heidekreis;9.769365412;52.92832443;0.31;20.0;98
343;343;['05122'];Kreisfreie Stadt Solingen;Kreisfreie Stadt;Solingen;7.066094382;51.16245839;0.317;20.6;56
344;344;['07133'];Landkreis Bad Kreuznach;Landkreis;Bad Kreuznach;7.686663268;49.82482856;0.287;17.9;95
345;345;['07340'];Landkreis Südwestpfalz;Landkreis;Südwestpfalz;7.658842721;49.20825522;0.277;17.0;99
346;346;['08118'];Landkreis Ludwigsburg;Landkreis;Ludwigsburg;9.124385065;48.94061793;0.252;14.8;100
347;347;['08336'];Landkreis Lörrach;Landkreis;Lörrach;7.774037673;47.70349095;0.251;14.7;100
348;348;['08425'];Landkreis Alb-Donau-Kreis;Landkreis;Landkreis Alb-Donau-Kreis;9.827425907;48.40170453;0.233;13.2;100
349;349;['08426'];Landkreis Biberach;Landkreis;Biberach;9.774293955;48.1075758;0.229;12.8;100
350;350;['09563'];Kreisfreie Stadt Fürth;Kreisfreie Stadt;Fürth;10.96542946;49.491402;0.236;13.4;60
351;351;['15002'];Kreisfreie Stadt Halle (Saale);Kreisfreie Stadt;Halle (Saale);11.96849612;51.47981521;0.257;15.2;90
352;352;['15091'];Landkreis Wittenberg;Landkreis;Wittenberg;12.70160489;51.82015202;0.254;14.9;100
353;353;['16074'];Landkreis Saale-Holzland-Kreis;Landkreis;Landkreis Saale-Holzland-Kreis;11.73156859;50.90418038;0.25;14.6;99
354;354;['03153'];Landkreis Goslar;Landkreis;Goslar;10.40047956;51.87461333;0.285;17.6;100
355;355;['03241'];Landkreis Region Hannover;Landkreis;Landkreis Region Hannover;9.719758125;52.42190928;0.303;19.3;89
356;356;['03460'];Landkreis Vechta;Landkreis;Vechta;8.223051335;52.66020914;0.326;21.5;52
357;357;['05334'];Kreis Städteregion Aachen;Kreis;Kreis Städteregion Aachen;6.216778119;50.72825736;0.322;21.1;36
358;358;['05566'];Kreis Steinfurt;Kreis;Steinfurt;7.579479898;52.21155062;0.327;21.6;6
359;359;['05754'];Kreis Gütersloh;Kreis;Gütersloh;8.351397409;51.93170186;0.312;20.2;91
360;360;['05978'];Kreis Unna;Kreis;Unna;7.636430967;51.57855735;0.316;20.5;50
361;361;['06432'];Landkreis Darmstadt-Dieburg;Landkreis;Darmstadt-Dieburg;8.795383462;49.85548093;0.272;16.5;100
362;362;['06531'];Landkreis Gießen;Landkreis;Gießen;8.807549858;50.57023991;0.284;17.6;99
363;363;['07316'];Kreisfreie Stadt Neustadt an der Weinstraße;Kreisfreie Stadt;Neustadt an der Weinstraße;8.152243286;49.34191795;0.273;16.6;100
364;364;['08128'];Landkreis Main-Tauber-Kreis;Landkreis;Landkreis Main-Tauber-Kreis;9.725076919;49.56068623;0.254;15.0;100
365;365;['08237'];Landkreis Freudenstadt;Landkreis;Freudenstadt;8.465307406;48.47437231;0.254;14.9;100
366;366;['09187'];Landkreis Rosenheim;Landkreis;Rosenheim;12.16276462;47.87842042;0.19;9.8;100
367;367;['09262'];Kreisfreie Stadt Passau;Kreisfreie Stadt;Passau;13.41516987;48.58208488;0.185;9.4;100
368;368;['09473'];Landkreis Coburg;Landkreis;Coburg;10.94232066;50.26790148;0.25;14.6;100
369;369;['09777'];Landkreis Ostallgäu;Landkreis;Ostallgäu;10.63967375;47.76998499;0.21;11.3;100
370;370;['10045'];Landkreis Saarpfalz-Kreis;Landkreis;Landkreis Saarpfalz-Kreis;7.242205609;49.24870016;0.284;17.6;63
371;371;['16062'];Landkreis Nordhausen;Landkreis;Nordhausen;10.73087582;51.50226413;0.274;16.7;100
372;372;['03102'];Kreisfreie Stadt Salzgitter;Kreisfreie Stadt;Salzgitter;10.37076777;52.12443881;0.289;18.1;100
373;373;['05170'];Kreis Wesel;Kreis;Wesel;6.618365017;51.62704233;0.33;21.9;5
374;374;['05362'];Kreis Rhein-Erft-Kreis;Kreis;Kreis Rhein-Erft-Kreis;6.716399936;50.9050536;0.318;20.7;63
375;375;['06412'];Kreisfreie Stadt Frankfurt am Main;Kreisfreie Stadt;Frankfurt am Main;8.64416414;50.11796343;0.279;17.1;68
376;376;['07337'];Landkreis Südliche Weinstraße;Landkreis;Südliche Weinstraße;8.048052314;49.1904069;0.272;16.5;100
377;377;['08212'];Stadtkreis Karlsruhe;Stadtkreis;Karlsruhe;8.41267541;49.0113237;0.264;15.8;100
378;378;['08226'];Landkreis Rhein-Neckar-Kreis;Landkreis;Landkreis Rhein-Neckar-Kreis;8.767095561;49.36848885;0.265;15.9;100
379;379;['09184'];Landkreis München;Landkreis;München;11.63136431;48.07445098;0.201;10.6;100
380;380;['09279'];Landkreis Dingolfing-Landau;Landkreis;Dingolfing-Landau;12.61049866;48.6411631;0.198;10.3;100
381;381;['09564'];Kreisfreie Stadt Nürnberg;Kreisfreie Stadt;Nürnberg;11.08271946;49.43621312;0.233;13.2;60
382;382;['12052'];Kreisfreie Stadt Cottbus;Kreisfreie Stadt;Cottbus;14.36628305;51.77257638;0.231;13.0;97
383;383;['15089'];Landkreis Salzlandkreis;Landkreis;Landkreis Salzlandkreis;11.64270231;51.85187075;0.268;16.2;100
384;384;['16068'];Landkreis Sömmerda;Landkreis;Sömmerda;11.15475154;51.15782462;0.262;15.7;100
385;385;['16075'];Landkreis Saale-Orla-Kreis;Landkreis;Landkreis Saale-Orla-Kreis;11.71057116;50.58086988;0.245;14.2;99
386;386;['03360'];Landkreis Uelzen;Landkreis;Uelzen;10.54759038;52.98362366;0.301;19.2;100
387;387;['05117'];Kreisfreie Stadt Mülheim an der Ruhr;Kreisfreie Stadt;Mülheim an der Ruhr;6.87846823;51.41376638;0.323;21.3;12
388;388;['05314'];Kreisfreie Stadt Bonn;Kreisfreie Stadt;Bonn;7.109845048;50.70580009;0.309;19.9;52
389;389;['07134'];Landkreis Birkenfeld;Landkreis;Birkenfeld;7.277521676;49.71261039;0.291;18.2;96
390;390;['08119'];Landkreis Rems-Murr-Kreis;Landkreis;Landkreis Rems-Murr-Kreis;9.501290541;48.89898444;0.246;14.3;100
391;391;['08127'];Landkreis Schwäbisch Hall;Landkreis;Schwäbisch Hall;9.908930712;49.14447574;0.245;14.2;60
392;392;['08325'];Landkreis Rottweil;Landkreis;Rottweil;8.532446538;48.25420795;0.249;14.5;100
393;393;['09371'];Landkreis Amberg-Sulzbach;Landkreis;Amberg-Sulzbach;11.80094228;49.48674986;0.224;12.5;100
394;394;['09763'];Kreisfreie Stadt Kempten (Allgäu);Kreisfreie Stadt;Kempten (Allgäu);10.3081117;47.73820922;0.215;11.7;100
395;395;['13071'];Landkreis Mecklenburgische Seenplatte;Landkreis;Mecklenburgische Seenplatte;13.0025115;53.54367661;0.28;17.3;100
396;396;['14511'];Kreisfreie Stadt Chemnitz;Kreisfreie Stadt;Chemnitz;12.91181979;50.82632703;0.233;13.2;100
397;397;['14521'];Landkreis Erzgebirgskreis;Landkreis;Landkreis Erzgebirgskreis;12.94504352;50.60889861;0.229;12.8;100
398;398;['14612'];Kreisfreie Stadt Dresden;Kreisfreie Stadt;Dresden;13.78348296;51.06644835;0.226;12.6;60
399;399;['16069'];Landkreis Hildburghausen;Landkreis;Hildburghausen;10.7341121;50.43400761;0.256;15.1;100
